subject,spam_label
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
Board meeting agenda – November 2024,0
Notes from today's lecture – ETL performance,0
Reminder: Doctor appointment on 6/5/2024 at 11:30 AM,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! (Limited Time)",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Performance review discussion – September,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained – Offer Ends Tonight",1
Payment received – thank you,0
Welcome to the analytics dashboard beta program,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live 🔥,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) – Offer Ends Tonight,1
Re: Project status update for Q4 2025,0
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
Reminder: Doctor appointment on 11/7/2024 at 9:00 AM,0
Meeting notes: Vanguard architecture review,0
Standup summary – Data Engineering,0
Last Chance to Register — Subsurface Live Is Tomorrow,1
The $1.9 trillion industry AI is about to demolish ✅,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Standup summary – Data Engineering,0
Sprint 1545 planning meeting – Tue 9:00 AM,0
Welcome to the portfolio assistant beta program,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… (Limited Time)",1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect…",1
Sprint 7456 planning meeting – Fri 11:30 AM,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! 🔥",1
Re: Project status update for Q1 2023,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… ✅",1
Reminder: Doctor appointment on 9/6/2025 at 4:15 PM,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts #316828,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 (Limited Time),1
Meeting notes: Data Platform Team architecture review,0
GitHub: New sign-in from Singapore,0
The $1.9 trillion industry AI is about to demolish ✅,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts 🔥,1
Last Chance to Register — Subsurface Live Is Tomorrow,1
Invoice #3703 for consulting services,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) ✅,1
Re: Project status update for Q4 2024,0
Assignment feedback for Machine Learning 501,0
Re: Question about ETL performance,0
Notes from today's lecture – ETL performance,0
Reminder: Doctor appointment on 5/5/2025 at 11:30 AM,0
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Reminder: Doctor appointment on 6/5/2023 at 9:00 AM,0
Meeting notes: Internal Tools architecture review,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) – Offer Ends Tonight,1
Meeting notes: Vanguard architecture review,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual),1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF – Offer Ends Tonight,1
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
Zoom link for Kubernetes scaling,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained 🔥",1
Re: Project status update for Q3 2023,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #358911",1
Welcome to the portfolio assistant beta program,0
The $1.9 trillion industry AI is about to demolish – Offer Ends Tonight,1
This Drug MELTS Fat – Why Aren’t You on It Yet?,1
Payment received – thank you,0
Open Source Is Leading the Next Wave — See the Future at Subsurface Live – Offer Ends Tonight,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual),1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻",1
Meeting notes: Data Platform Team architecture review,0
AWS billing statement for November 2023,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
Performance review discussion – February,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
Invoice #9974 for consulting services,0
Class registration confirmation – MBA 610,0
AWS billing statement for March 2023,0
Notes from today's lecture – feature flags,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty ✅",1
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
Last Chance to Register — Subsurface Live Is Tomorrow (Limited Time),1
Family photos from our trip to New York,0
Welcome to the portfolio assistant beta program,0
Reminder: Doctor appointment on 16/11/2024 at 2:00 PM,0
AWS billing statement for August 2024,0
Performance review discussion – March,0
Assignment feedback for Operations Management,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
Zoom link for LangChain agents,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty ✅",1
AWS billing statement for May 2023,0
Assignment feedback for Data Structures,0
Payment received – thank you,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… #582141",1
Re: Question about ETL performance,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… – Offer Ends Tonight",1
Your old TV setup is outdated… try this 👇 #5290677042 – Offer Ends Tonight,1
Zoom link for feature flags,0
The dirty secret of financial newsletters 🔥,1
Reminder: Doctor appointment on 12/10/2024 at 2:00 PM,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… #369825",1
The dirty secret of financial newsletters ✅,1
Notes from today's lecture – ETL performance,0
Board meeting agenda – December 2023,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 (Limited Time)",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ (Limited Time),1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts ✅,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… #927036",1
AWS billing statement for May 2024,0
Last Chance to Register — Subsurface Live Is Tomorrow #389754,1
Payment received – thank you,0
Family photos from our trip to Chennai,0
Standup summary – Data Engineering,0
Re: Project status update for Q4 2024,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 #959332",1
Standup summary – Data Engineering,0
Welcome to the portfolio assistant beta program,0
Class registration confirmation – Machine Learning 501,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 ✅",1
Last Chance to Register — Subsurface Live Is Tomorrow – Offer Ends Tonight,1
Open Source Is Leading the Next Wave — See the Future at Subsurface Live ✅,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 #640915,1
Zoom link for feature flags,0
Re: Project status update for Q1 2025,0
Family photos from our trip to Bangalore,0
Re: Question about feature flags,0
Class registration confirmation – MBA 610,0
Last Chance to Register — Subsurface Live Is Tomorrow,1
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
Welcome to the RAG search beta program,0
Performance review discussion – July,0
Don't miss out on your free trial. – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 ✅",1
Board meeting agenda – June 2025,0
This Drug MELTS Fat – Why Aren’t You on It Yet? #261159,1
AWS billing statement for January 2023,0
Invoice #9428 for consulting services,0
Notes from today's lecture – feature flags,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty #935304",1
Reminder: Doctor appointment on 16/5/2025 at 11:30 AM,0
Zoom link for ETL performance,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
Invoice #8205 for consulting services,0
Reminder: Doctor appointment on 18/9/2023 at 9:00 AM,0
Sprint 7669 planning meeting – Wed 11:30 AM,0
Invoice #1868 for consulting services,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 – Offer Ends Tonight",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained #727265",1
AWS billing statement for March 2024,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
Family photos from our trip to New York,0
Zoom link for LangChain agents,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… (Limited Time)",1
Your old TV setup is outdated… try this 👇 #5290677042 (Limited Time),1
Re: Question about LangChain agents,0
Class registration confirmation – Operations Management,0
Calendar invite: 1:1 with Nima,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
Performance review discussion – February,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
Re: Question about ETL performance,0
Don't miss out on your free trial.,1
Your old TV setup is outdated… try this 👇 #5290677042 #979146,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 #170440,1
Assignment feedback for Machine Learning 501,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Sprint 2448 planning meeting – Wed 9:00 AM,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Re: Question about feature flags,0
Zoom link for ETL performance,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… 🔥",1
The $1.9 trillion industry AI is about to demolish – Offer Ends Tonight,1
AWS billing statement for October 2025,0
Payment received – thank you,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… #260481",1
This Drug MELTS Fat – Why Aren’t You on It Yet? #914587,1
Board meeting agenda – November 2023,0
Your order #2767 has shipped,0
Performance review discussion – November,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
Your order #4454 has shipped,0
Reminder: Doctor appointment on 22/3/2024 at 4:15 PM,0
